lidar_header_stamp,run_a_n,run_b_n,run_c_n,run_a_b_cloud_hash_equal,run_a_b_max_abs_initial_raw_final_pose_component_diff,run_a_b_fitness_abs_diff,run_a_b_iterations_equal,run_a_b_convergence_equal,run_a_b_exact_diagnostics,run_c_matches_a_diagnostics,captured_point_xyz_hash_a_b_c_equal,captured_point_count_a_b_c,captured_raw_message_hash_a_b_c_equal
1660857455.828387022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857455.929246902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.030051947,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.130912066,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.231771946,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.332632065,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.433491945,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.534352064,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.635211945,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.736072063,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.836931944,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857456.937792063,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.038594961,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.139455080,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.240314960,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.341175079,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.442034960,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.542895079,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.643754959,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.744615078,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.845474958,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857457.946335077,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.047139883,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.148000002,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.248859882,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.349720001,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.450579882,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.551440001,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.652299881,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.753160000,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.854020119,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857458.954879045,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.055682898,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.156543016,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.257402897,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.358263016,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.459122896,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.559983015,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.660842896,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.761703014,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.862562895,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857459.963423014,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.064227104,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.165086985,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.265947104,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.366806984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.467667103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.568526983,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.669385910,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.770246029,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.871105909,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857460.971966028,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.072771072,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.173630953,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.274491072,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.375350952,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.476211071,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.577070951,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.677931070,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.778790951,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.879651070,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857461.980510950,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.081305981,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.182166100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.283025980,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.383886099,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.484745979,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.585606098,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.686465025,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.787324905,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.888185024,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857462.989044905,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.089859009,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.190718889,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.291579008,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.392438889,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.493299007,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.594158888,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.695019007,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.795878887,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.896739006,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857463.997598886,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.098402977,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.199263096,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.300122976,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.400983095,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.501842022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.602701902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.703562021,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.804421902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857464.905282021,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.006086111,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.106945992,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.207806110,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.308665991,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.409526110,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.510385990,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.611246109,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.712105989,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.812966108,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857465.913825989,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.014631033,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.115490913,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.216351032,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.317209959,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.418070078,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.518929958,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.619790077,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.720649958,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.821510077,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857466.922369957,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.023174047,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.124033928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.224894047,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.325753927,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.426614046,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.527473927,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.628334045,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.729193926,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.830054045,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857467.930913925,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.031718016,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.132576942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.233437061,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.334296942,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.435157061,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.536016941,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.636877060,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.737736940,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.838597059,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857468.939456940,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.040261984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.141122103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.241981983,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.342842102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.443701982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.544562101,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.645421982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.746282101,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.847141981,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857469.948002100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.048805952,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.149666071,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.250524998,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.351385117,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.452244997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.553105116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.653964996,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.754825115,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.855684996,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857470.956545115,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.057348967,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.158209085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.259068966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.359929085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.460788965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.561649084,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.662508965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.763369083,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.864228964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857471.965089083,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.065893888,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.166754007,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.267612934,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.368473053,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.469332933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.570193052,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.671052933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.771913052,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.872772932,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857472.973633051,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.074436903,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.175297022,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.276156902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.377017021,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.477876902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.578737020,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.679596901,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.780457020,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.881316900,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857473.982177019,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.082981110,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.183840990,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.284699917,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.385560036,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.486419916,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.587280035,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.688139915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.789000034,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.889859915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857474.990720034,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.091536999,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.192397118,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.293256998,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.394117117,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.494976997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.595837116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.696696997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.797557116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.898416996,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857475.999277115,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.100071907,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.200932026,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.301790953,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.402651072,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.503510952,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.604371071,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.705230951,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.806091070,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857476.906950951,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.007755041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.108614922,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.209475040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.310334921,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.411195040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.512054920,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.612915039,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.713774920,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.814635038,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857477.915494919,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.016297102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.117156982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.218017101,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.318876982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.419735909,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.520596027,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.621455908,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.722316027,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.823175907,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857478.924036026,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.024840117,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.125699997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.226560116,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.327419996,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.428280115,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.529139996,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.630000114,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.730859995,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.831720114,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857479.932579994,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.033384085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.134243965,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.235104084,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.335963964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.436824083,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.537683964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.638544083,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.739403009,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.840262890,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857480.941123009,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.041928053,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.142787933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.243648052,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.344507933,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.445368052,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.546227932,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.647088051,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.747947931,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.848808050,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857481.949667931,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.050472021,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.151331902,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.252192020,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.353051901,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.453912020,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.554771900,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.655632019,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.756491899,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.857352018,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857482.958210945,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.059015036,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.159874916,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.260735035,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.361594915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.462455034,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.563314915,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.664175034,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.765034914,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.865895033,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857483.966754913,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.067559004,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.168418884,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.269279003,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.370138884,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.470999002,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.571858883,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.672719002,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.773578882,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.874439001,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857484.975297928,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.076102972,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.176963091,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.277822971,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.378683090,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.479542971,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.580403090,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.681262970,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.782123089,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.882982969,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857485.983843088,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.084646940,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.185507059,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.286366940,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.387227058,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.488086939,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.588947058,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.689806938,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.790667057,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.891526937,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857486.992387056,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.093189955,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.194050074,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.294909954,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.395770073,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.496629953,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.597490072,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.698349953,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.799210072,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857487.900069952,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.000874043,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.101733923,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.202594042,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.303453922,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.404314041,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.505173922,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.606034040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.706893921,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.807754040,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857488.908613920,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.009418964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.110279083,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.211138964,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.311997890,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.412858009,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.513717890,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.614578009,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.715437889,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.816298008,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857489.917157888,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.017961979,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.118822098,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.219681978,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.320542097,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.421401978,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
1660857490.522262096,1651,1651,1651,YES,0,0,YES,YES,YES,YES,,,
