window,offset_sec_from_first_imu,scan_start_stamp,raw_point_count,raw_message_hash_equal,legacy_point_count,imu_deskew_point_count,point_count_preserved_and_equal,ordered_point_delta_mean_m,ordered_point_delta_median_m,ordered_point_delta_p95_m,ordered_point_delta_max_m,legacy_xyz_sha256,imu_deskew_xyz_sha256,imu_deskew_status,imu_deskew_max_state_gap_sec,imu_deskew_state_samples_in_scan,imu_deskew_max_velocity_mps,imu_deskew_max_acc_world_mps2,imu_deskew_max_gyro_radps,imu_deskew_processing_ms,legacy_adapter_success,legacy_imu_coverage,legacy_velocity_seed_mps,legacy_full_delta_p95_m,imu_ndt_converged,imu_ndt_iterations,imu_pcl_registration_score,legacy_ndt_converged,legacy_ndt_iterations,legacy_pcl_registration_score,imu_initial_to_raw_ndt_translation_m,legacy_initial_to_raw_ndt_translation_m
high_dynamic,141.071159124,1660857533.587063074,20907,YES,20907,20907,YES,0.0584157403,0.0562015676,0.10284832,0.180792111,4d959e390035a247baaccef9d90d5207d3db6b7981e6b01f68cc18eff6515c45,b1cb8fad5c7395d39f7dfe22637603f915b59372ba4b6d68b57c70b4f7114e85,PUBLISHED,0.0050082206726074219,20,4.6729528213563309,11.836268586227737,0.96591983468955189,10.216333000000001,1,complete,4.067400576,3.024926842,1,1,17.212076027575073,1,1,18.655478567081612,0.03048554838793175,0.0076061207432511274
high_dynamic,141.172019005,1660857533.687922955,20591,YES,20591,20591,YES,0.0616758797,0.0651495689,0.106922609,0.162430489,2c8fa9c9df31ed942e30e9e4b4fe9d0cd2e4774ffd3e36de7ddbd03cf8700c5f,327f8d5946778f25b3a0db17904ef49e16099759e09383184324f4a2ac42167f,PUBLISHED,0.0050079822540283203,21,4.4839056629236813,16.593274562887313,1.217917501528341,8.5828699999999998,1,complete,4.119499311,2.445190759,1,9,19.584888680857922,1,2,20.62949592256609,0.36286820696225924,0.05344610083979083
high_dynamic,141.272879124,1660857533.788783073,21017,YES,21017,21017,YES,0.136618464,0.143880275,0.249000984,0.273596454,de74451d109edd6ee46faea9ac1823fc258ccdc1e5a1640e82c4c151cddf883d,ba0dddbfccd36e082c94f47bddc7f7e837407133ce9940d7c2036ad5cd333c58,PUBLISHED,0.0050079822540283203,20,2.2508887625394087,6.0659150380830447,0.55674859873008853,8.6752020000000005,1,complete,4.538073857,1.630457458,1,1,17.085399916921077,1,1,19.260646467735558,0.022964892476570794,0.027376406968599349
high_dynamic,141.373739004,1660857533.889642954,21218,YES,21218,21218,YES,0.183468364,0.161258587,0.378431656,0.482169668,e431d7eda1fc5e001de636f33b6efec963b61ab3d22f8fb6853f3de587a5332f,55da5c6d575a955e2ac935241c2d7e20b1e8b6ad05e9197679e1a139c19c00fc,PUBLISHED,0.0050082206726074219,20,1.5135049904299733,3.9682965151498615,0.53984096153917671,8.7735389999999995,1,complete,4.509213931,0.868365320,1,1,16.400947816150541,1,2,18.390386447072711,0.030542134277018209,0.048053594216523353
high_dynamic,141.474599123,1660857533.990503073,21137,YES,21137,21137,YES,0.189635828,0.187735713,0.358271601,0.391277285,542b19fa59a2100fa77077e8d2d175e2340c8c1bfe7f0dec9ff2439a433379e9,6bdc71446381d2091274ac57106dba3650ce1669f447b741687604c6b95b2c2d,PUBLISHED,0.0050082206726074219,20,1.1850344930243721,2.947255517435821,0.51327537672965151,10.570710999999999,1,complete,4.381739662,1.021061062,1,2,17.13128122657735,1,2,16.02078734985507,0.060814440342327455,0.065143205584372837
high_dynamic,141.575402975,1660857534.091306925,21108,YES,21108,21108,YES,0.196367967,0.190623164,0.366367825,0.396564503,8790879ed829f9fb81edc1ba4ba77521450191cfd3a1c8052a6c8b25924ba816,9a42a35ca3bd54569862e2b79132b18e3d08b898375bf46b1b4546316e08a8b3,PUBLISHED,0.0050079822540283203,20,0.87901851471970327,10.311104222445321,0.444504393383998,13.480953,1,complete,4.098442957,0.719381863,1,2,16.957561876170388,1,1,17.672133310349725,0.058005453741447971,0.0069844594062286108
high_dynamic,141.676263094,1660857534.192167044,21090,YES,21090,21090,YES,0.215413558,0.213087439,0.395737347,0.426837713,638a56fb9515723c1a229c488012e99fde0fdbee9774a63c1c72891e48678065,218c4bde95a90a18817d044ab2b4967c5c67a11960d51c85b7bcff066e07beed,PUBLISHED,0.0050082206726074219,21,0.57049860828127297,6.5500166654818575,0.82943737563227216,12.937303,1,complete,4.055659578,3.159330397,1,1,17.599976816753539,1,3,22.711116310593372,0.024305371839639388,0.016226380904520901
high_dynamic,141.777122974,1660857534.293026924,21157,YES,21157,21157,YES,0.225223165,0.214650654,0.425341091,0.451924097,84a013f9d6178fffff5d14adbbaf99f2186cf6ad3f63f6bedce8b8ecd52e9176,71f34f536c42b7e0af2ca695cf7bba29fd5be9f60bebfa4cad0fb213a7ded6dc,PUBLISHED,0.0050079822540283203,20,0.76362667804339213,11.313542187709588,0.82067415205321437,8.5313280000000002,1,complete,4.019806889,2.858556308,1,1,17.32279772955733,1,1,22.251654044184544,0.030638275709329452,0.030780136905029079
high_dynamic,141.877983093,1660857534.393887043,21375,YES,21375,21375,YES,0.235655331,0.224026358,0.443894594,0.484573088,cd36b2e42cd1ae55e77dcee4683be6240899dd5dac77583ededdbbb81d080b42,c95c3b1b5fe9aec64704c1c0892962068bd3248af253fe97c4c4cb487a04335a,PUBLISHED,0.0050079822540283203,20,0.76838051671339347,22.96316249213038,1.4496553364300067,11.448624000000001,1,complete,4.020680300,0.858114258,1,5,15.656193603287601,1,1,22.350653429071535,0.17582974880474117,0.015703041562920943
high_dynamic,141.978842974,1660857534.494746923,21155,YES,21155,21155,YES,0.287461709,0.286992425,0.52416428,0.564779388,54e2f7c636929b3014f0341c397b48fceb75f1ff48f0d6f04fefaeaed9557615,807ca7a4b0579564895585cf162ac8dbc573d5b85f10fb6a9224ee307e0043ac,PUBLISHED,0.0050082206726074219,20,1.6834911910487464,10.701280176405341,0.58258467245123635,10.813831,1,complete,4.128055887,0.615885734,1,2,17.457032103773383,1,1,21.835532990658582,0.083240946293681992,0.016320965285017627
