sequence,record_scope,frame,window,phase,relative_time_s,actual_timestamp,init_type,initial_translation_error_m,initial_rotation_error_deg,raw_endpoint_translation_error_m,raw_endpoint_rotation_error_deg,translation_error_change_m,rotation_error_change_deg,correction_ratio_translation,ndt_displacement_translation_m,ndt_displacement_rotation_deg,fitness,transformation_probability,iterations,converged,translation_limited,rotation_limited,baseline_oracle_endpoint_separation_m,baseline_oracle_endpoint_separation_deg,window_stats_inclusion,source,observation_conditioning
Corridor01,registration_counterfactual,R6_0093,W1_3.068_5.590,PHASE1,4.23587,1517157228.47,PERFECT_INCREMENT,0.411177,3.15674,0.404812,3.23812,-0.006365,0.08138,0.0154799514564,0.00895617,0.169889,0.364212,1.19886,1,1,,,0.487036,3.35191,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0094,W1_3.068_5.590,PHASE1,4.33674,1517157228.57,ONLINE_BASELINE,0.408952,2.63103,0.401687,2.80004,-0.007265,0.16901,0.0177649210665,0.0115698,0.275968,0.423534,1.18984,1,1,,,0.394168,2.57126,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0094,W1_3.068_5.590,PHASE1,4.33674,1517157228.57,ORACLE_RELATIVE,0,1.80846e-15,0.0264211,0.591446,0.0264211,0.591446,-26421100,0.0264211,0.591446,0.243038,1.07052,1,1,,,0.394168,2.57126,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0094,W1_3.068_5.590,PHASE1,4.33674,1517157228.57,PERFECT_INCREMENT,0.418992,3.33039,0.397897,2.99681,-0.021095,-0.33358,0.0503470233322,0.0241058,0.469229,0.46689,1.1831,1,1,,,0.394168,2.57126,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0095,W1_3.068_5.590,PHASE1,4.4376,1517157228.67,ONLINE_BASELINE,0.39517,3.24301,0.400554,3.361,0.005384,0.11799,-0.0136245160311,0.0235537,0.184291,0.507029,1.1848,1,1,,,0.463675,3.31048,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0095,W1_3.068_5.590,PHASE1,4.4376,1517157228.67,ORACLE_RELATIVE,0,1.61634e-16,0.0759234,0.458909,0.0759234,0.458909,-75923400,0.0759234,0.458909,0.268193,1.06351,2,1,,,0.463675,3.31048,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0095,W1_3.068_5.590,PHASE1,4.4376,1517157228.67,PERFECT_INCREMENT,0.409019,2.80004,0.412187,3.1104,0.003168,0.31036,-0.00774536146243,0.0216758,0.73653,0.468526,1.18067,1,1,,,0.463675,3.31048,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0096,W1_3.068_5.590,PHASE1,4.53846,1517157228.77,ONLINE_BASELINE,0.376254,2.31212,0.39676,2.39106,0.020506,0.07894,-0.0545004172713,0.0275296,0.181383,0.341256,1.16235,1,1,,,0.339407,1.97669,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0096,W1_3.068_5.590,PHASE1,4.53846,1517157228.77,ORACLE_RELATIVE,0,1.10964e-16,0.0724445,1.42699,0.0724445,1.42699,-72444500,0.0724445,1.42699,0.24354,1.0383,2,1,,,0.339407,1.97669,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0096,W1_3.068_5.590,PHASE1,4.53846,1517157228.77,PERFECT_INCREMENT,0.409871,3.361,0.401503,2.37492,-0.008368,-0.98608,0.0204161797248,0.0235501,1.03482,0.364767,1.16253,1,1,,,0.339407,1.97669,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0097,W1_3.068_5.590,PHASE1,4.63932,1517157228.87,ONLINE_BASELINE,0.402087,3.4765,0.420178,3.42257,0.018091,-0.05393,-0.0449927503252,0.0312191,0.0662201,0.333855,1.21625,1,1,,,0.501557,3.30614,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0097,W1_3.068_5.590,PHASE1,4.63932,1517157228.87,ORACLE_RELATIVE,0,0,0.096374,1.38037,0.096374,1.38037,-96374000,0.096374,1.38037,0.236543,1.0424,2,1,,,0.501557,3.30614,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0097,W1_3.068_5.590,PHASE1,4.63932,1517157228.87,PERFECT_INCREMENT,0.402671,2.39105,0.451351,3.0708,0.04868,0.67975,-0.120892738737,0.0541465,1.36077,0.306664,1.21125,2,1,,,0.501557,3.30614,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0098,W1_3.068_5.590,PHASE1,4.74018,1517157228.97,ONLINE_BASELINE,0.429206,4.85304,0.44501,5.05998,0.015804,0.20694,-0.0368214796624,0.0230335,0.272004,0.352407,1.22123,1,1,,,0.582079,3.87575,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0098,W1_3.068_5.590,PHASE1,4.74018,1517157228.97,ORACLE_RELATIVE,0,7.76503e-19,0.164039,1.5929,0.164039,1.5929,-164039000,0.164039,1.5929,0.27472,1.03657,3,1,,,0.582079,3.87575,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0098,W1_3.068_5.590,PHASE1,4.74018,1517157228.97,PERFECT_INCREMENT,0.427454,2.78211,0.450825,5.04156,0.023371,2.25945,-0.0546748889939,0.0279364,2.97048,0.350452,1.21616,5,1,,,0.582079,3.87575,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0099,W1_3.068_5.590,PHASE1,4.84097,1517157229.07,ONLINE_BASELINE,0.483555,2.12999,0.417368,3.32221,-0.066187,1.19222,0.136875846594,0.0662284,1.2977,0.32151,1.19637,2,1,,,0.546728,3.39268,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0099,W1_3.068_5.590,PHASE1,4.84097,1517157229.07,ORACLE_RELATIVE,0,3.97618e-16,0.164612,2.33177,0.164612,2.33177,-164612000,0.164612,2.33177,0.240393,1.00274,3,1,,,0.546728,3.39268,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0099,W1_3.068_5.590,PHASE1,4.84097,1517157229.07,PERFECT_INCREMENT,0.455147,3.51179,0.426196,3.41816,-0.028951,-0.09363,0.0636080211448,0.0301833,0.776931,0.351282,1.19388,1,1,,,0.546728,3.39268,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0100,W1_3.068_5.590,PHASE1,4.94183,1517157229.17,ONLINE_BASELINE,0.413893,3.21159,0.451157,3.529,0.037264,0.31741,-0.0900329312165,0.0535831,0.492551,0.340704,1.21202,2,1,,,0.539208,3.23129,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0100,W1_3.068_5.590,PHASE1,4.94183,1517157229.17,ORACLE_RELATIVE,0,1.60034e-15,0.121301,2.5696,0.121301,2.5696,-121301000,0.121301,2.5696,0.254584,1.00194,3,1,,,0.539208,3.23129,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0100,W1_3.068_5.590,PHASE1,4.94183,1517157229.17,PERFECT_INCREMENT,0.426989,3.32221,0.442906,3.4004,0.015917,0.07819,-0.0372773069095,0.0232054,0.747547,0.356871,1.20784,1,1,,,0.539208,3.23129,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0101,W1_3.068_5.590,PHASE1,5.04269,1517157229.27,ONLINE_BASELINE,0.480328,3.5933,0.451886,3.48366,-0.028442,-0.10964,0.059213703969,0.030547,0.360028,0.331543,1.17151,1,1,,,0.571003,3.10514,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0101,W1_3.068_5.590,PHASE1,5.04269,1517157229.27,ORACLE_RELATIVE,0,6.11468e-17,0.139164,2.23798,0.139164,2.23798,-139164000,0.139164,2.23798,0.270679,0.963716,3,1,,,0.571003,3.10514,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0101,W1_3.068_5.590,PHASE1,5.04269,1517157229.27,PERFECT_INCREMENT,0.459774,3.529,0.442136,3.53977,-0.017638,0.01077,0.0383623258383,0.0190569,0.541654,0.323438,1.16828,1,1,,,0.571003,3.10514,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0102,W1_3.068_5.590,PHASE1,5.14355,1517157229.38,ONLINE_BASELINE,0.450469,2.94264,0.464155,2.86932,0.013686,-0.07332,-0.0303816688829,0.0169946,0.216683,0.342255,1.20208,1,1,,,0.553156,3.15837,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0102,W1_3.068_5.590,PHASE1,5.14355,1517157229.38,ORACLE_RELATIVE,0,2.97934e-16,0.104667,0.76795,0.104667,0.76795,-104667000,0.104667,0.76795,0.267827,0.953916,2,1,,,0.553156,3.15837,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0102,W1_3.068_5.590,PHASE1,5.14355,1517157229.38,PERFECT_INCREMENT,0.460681,3.48364,0.463742,3.01028,0.003061,-0.47336,-0.0066445110608,0.00693731,0.495907,0.360634,1.19948,1,1,,,0.553156,3.15837,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0103,W1_3.068_5.590,PHASE1,5.24441,1517157229.48,ONLINE_BASELINE,0.474848,3.35573,0.485613,3.16033,0.010765,-0.1954,-0.0226704124267,0.0267466,0.233101,0.354583,1.20277,1,1,,,0.61338,3.08989,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0103,W1_3.068_5.590,PHASE1,5.24441,1517157229.48,ORACLE_RELATIVE,0,1.56686e-16,0.131969,1.72469,0.131969,1.72469,-131969000,0.131969,1.72469,0.280051,0.929197,3,1,,,0.61338,3.08989,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0103,W1_3.068_5.590,PHASE1,5.24441,1517157229.48,PERFECT_INCREMENT,0.471519,2.86931,0.509933,2.89032,0.038414,0.02101,-0.0814686152626,0.0614634,0.301237,0.330939,1.20682,2,1,,,0.61338,3.08989,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0104,W1_3.068_5.590,PHASE1,5.34527,1517157229.58,ONLINE_BASELINE,0.515739,3.17808,0.514014,2.90504,-0.001725,-0.27304,0.00334471505936,0.0209809,0.60843,0.352782,1.20719,1,1,,,0.617985,2.79936,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0104,W1_3.068_5.590,PHASE1,5.34527,1517157229.58,ORACLE_RELATIVE,0,1.01431e-16,0.12787,1.39951,0.12787,1.39951,-127870000,0.12787,1.39951,0.284669,0.937197,3,1,,,0.617985,2.79936,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0104,W1_3.068_5.590,PHASE1,5.34527,1517157229.58,PERFECT_INCREMENT,0.495318,3.16034,0.505152,2.94808,0.009834,-0.21226,-0.0198539120323,0.0185187,0.495726,0.359258,1.20633,1,1,,,0.617985,2.79936,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0105,W1_3.068_5.590,PHASE1,5.44613,1517157229.68,ONLINE_BASELINE,0.542647,2.83215,0.528497,2.70988,-0.01415,-0.12227,0.0260758835855,0.020399,0.682579,0.347309,1.20574,1,1,,,0.606595,2.7977,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0105,W1_3.068_5.590,PHASE1,5.44613,1517157229.68,ORACLE_RELATIVE,0,1.74713e-17,0.0942979,1.5092,0.0942979,1.5092,-94297900,0.0942979,1.5092,0.291236,0.916663,2,1,,,0.606595,2.7977,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0105,W1_3.068_5.590,PHASE1,5.44613,1517157229.68,PERFECT_INCREMENT,0.523313,2.90504,0.516806,2.79028,-0.006507,-0.11476,0.0124342410756,0.013887,0.410165,0.357155,1.20537,1,1,,,0.606595,2.7977,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0106,W1_3.068_5.590,PHASE1,5.54699,1517157229.78,ONLINE_BASELINE,0.536192,2.72797,0.538212,2.71864,0.00202,-0.00933,-0.00376730723323,0.00875989,0.127102,0.399217,1.21586,1,1,,,0.621507,2.99193,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0106,W1_3.068_5.590,PHASE1,5.54699,1517157229.78,ORACLE_RELATIVE,0,7.00791e-17,0.091678,1.45478,0.091678,1.45478,-91678000,0.091678,1.45478,0.299278,0.903933,2,1,,,0.621507,2.99193,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0106,W1_3.068_5.590,PHASE1,5.54699,1517157229.78,PERFECT_INCREMENT,0.534691,2.70987,0.537981,2.7134,0.00329,0.00353,-0.00615308654905,0.00795331,0.135501,0.396194,1.21592,1,1,,,0.621507,2.99193,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0107,W2_5.590_6.5,PHASE1,5.64785,1517157229.88,ONLINE_BASELINE,0.551323,2.7973,0.548981,2.7539,-0.002342,-0.0434,0.00424796353499,0.0141789,0.0775596,0.33375,1.25035,1,1,,,0.617616,2.83202,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0107,W2_5.590_6.5,PHASE1,5.64785,1517157229.88,ORACLE_RELATIVE,0,2.2171e-16,0.0733573,1.18092,0.0733573,1.18092,-73357300,0.0733573,1.18092,0.265496,0.930633,2,1,,,0.617616,2.83202,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0107,W2_5.590_6.5,PHASE1,5.64785,1517157229.88,PERFECT_INCREMENT,0.544391,2.71862,0.544596,2.74494,0.000205,0.02632,-0.000376567577348,0.0145437,0.126792,0.330667,1.24644,1,1,,,0.617616,2.83202,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0108,W2_5.590_6.5,PHASE1,5.74871,1517157229.98,ONLINE_BASELINE,0.553039,2.79849,0.554225,2.83207,0.001186,0.03358,-0.00214451422052,0.0129928,0.293832,0.408233,1.26399,1,1,,,0.595864,2.78482,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0108,W2_5.590_6.5,PHASE1,5.74871,1517157229.98,ORACLE_RELATIVE,0,3.99952e-16,0.0504443,1.31101,0.0504443,1.31101,-50444300,0.0504443,1.31101,0.307341,0.945014,2,1,,,0.595864,2.78482,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0108,W2_5.590_6.5,PHASE1,5.74871,1517157229.98,PERFECT_INCREMENT,0.558442,2.7539,0.558461,2.77157,1.9e-05,0.01767,-3.40232289118e-05,0.00978321,0.330127,0.404323,1.26475,1,1,,,0.595864,2.78482,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0109,W2_5.590_6.5,PHASE1,5.84951,1517157230.08,ONLINE_BASELINE,0.560032,2.85721,0.570642,2.77774,0.01061,-0.07947,-0.0189453459802,0.0184963,0.173473,0.297347,1.26042,1,1,,,0.637097,2.84315,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0109,W2_5.590_6.5,PHASE1,5.84951,1517157230.08,ORACLE_RELATIVE,0,1.16702e-16,0.0782684,1.08756,0.0782684,1.08756,-78268400,0.0782684,1.08756,0.282785,0.910198,2,1,,,0.637097,2.84315,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0109,W2_5.590_6.5,PHASE1,5.84951,1517157230.08,PERFECT_INCREMENT,0.56363,2.83207,0.573068,2.76143,0.009438,-0.07064,-0.0167450277664,0.012314,0.159508,0.297173,1.259,1,1,,,0.637097,2.84315,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0110,W2_5.590_6.5,PHASE1,5.95037,1517157230.18,ONLINE_BASELINE,0.593568,2.7485,0.586259,2.70947,-0.007309,-0.03903,0.0123136692005,0.020672,0.0501019,0.315632,1.25746,1,1,,,0.628098,2.72131,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0110,W2_5.590_6.5,PHASE1,5.95037,1517157230.18,ORACLE_RELATIVE,0,4.82908e-15,0.0570877,1.16049,0.0570877,1.16049,-57087700,0.0570877,1.16049,0.285911,0.911616,2,1,,,0.628098,2.72131,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0110,W2_5.590_6.5,PHASE1,5.95037,1517157230.18,PERFECT_INCREMENT,0.578954,2.77775,0.58206,2.72901,0.003106,-0.04874,-0.00536484763902,0.00834184,0.10638,0.315533,1.25921,1,1,,,0.628098,2.72131,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0111,W2_5.590_6.5,PHASE1,6.05123,1517157230.28,ONLINE_BASELINE,0.60277,2.64807,0.603021,2.69933,0.000251,0.05126,-0.000416410902998,0.0205447,0.452651,0.378883,1.27667,1,1,,,0.661519,3.11356,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0111,W2_5.590_6.5,PHASE1,6.05123,1517157230.28,ORACLE_RELATIVE,0,1.74193e-16,0.0756172,1.21475,0.0756172,1.21475,-75617200,0.0756172,1.21475,0.311429,0.917819,2,1,,,0.661519,3.11356,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0111,W2_5.590_6.5,PHASE1,6.05123,1517157230.28,PERFECT_INCREMENT,0.594335,2.70946,0.597326,2.75182,0.002991,0.04236,-0.00503251533226,0.022807,0.480811,0.38258,1.27515,1,1,,,0.661519,3.11356,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0112,W2_5.590_6.5,PHASE1,6.15209,1517157230.38,ONLINE_BASELINE,0.620841,3.40095,0.62843,3.43149,0.007589,0.03054,-0.0122237416665,0.0203032,0.738045,0.355983,1.28483,1,1,,,0.710146,3.65773,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0112,W2_5.590_6.5,PHASE1,6.15209,1517157230.38,ORACLE_RELATIVE,0,0,0.0979671,1.5103,0.0979671,1.5103,-97967100,0.0979671,1.5103,0.307167,0.929253,2,1,,,0.710146,3.65773,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0112,W2_5.590_6.5,PHASE1,6.15209,1517157230.38,PERFECT_INCREMENT,0.611132,2.69933,0.986928,1.16649,0.375796,-1.53284,-0.614917890079,0.378013,3.47375,0.139994,1.43963,6,1,,,0.710146,3.65773,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0113,W2_5.590_6.5,PHASE1,6.25295,1517157230.48,ONLINE_BASELINE,0.651157,2.80798,0.651566,3.06966,0.000409,0.26168,-0.000628112728574,0.0088746,0.692049,0.291718,1.31876,1,1,,,0.741121,4.6036,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0113,W2_5.590_6.5,PHASE1,6.25295,1517157230.48,ORACLE_RELATIVE,0,5.45574e-16,0.0971347,2.04022,0.0971347,2.04022,-97134700,0.0971347,2.04022,0.28854,0.956317,2,1,,,0.741121,4.6036,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0113,W2_5.590_6.5,PHASE1,6.25295,1517157230.48,PERFECT_INCREMENT,0.63849,3.43148,0.619984,3.5539,-0.018506,0.12242,0.0289840091466,0.0239117,1.28647,0.327491,1.31548,2,1,,,0.741121,4.6036,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0114,W2_5.590_6.5,PHASE1,6.35381,1517157230.59,ONLINE_BASELINE,0.682778,2.95055,0.695261,2.61893,0.012483,-0.33162,-0.018282662886,0.0297304,0.379373,0.251048,1.28872,1,1,,,0.0734227,0.766177,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0114,W2_5.590_6.5,PHASE1,6.35381,1517157230.59,ORACLE_RELATIVE,0,4.4519e-16,0.624308,2.61607,0.624308,2.61607,-624308000,0.624308,2.61607,0.299447,1.28512,11,1,,,0.0734227,0.766177,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0114,W2_5.590_6.5,PHASE1,6.35381,1517157230.59,PERFECT_INCREMENT,0.658578,3.06966,0.659071,2.97952,0.000493,-0.09014,-0.000748582552105,0.0199229,0.169946,0.284955,1.28273,1,1,,,0.0734227,0.766177,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0115,W2_5.590_6.5,PHASE1,6.45467,1517157230.69,ONLINE_BASELINE,0.732849,2.62697,0.968539,1.0866,0.23569,-1.54037,-0.32160786192,0.243507,3.62217,0.135742,1.46238,4,1,,,0.331656,3.9096,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
Corridor01,registration_counterfactual,R6_0115,W2_5.590_6.5,PHASE1,6.45467,1517157230.69,ORACLE_RELATIVE,0,1.61493e-15,0.637882,2.87551,0.637882,2.87551,-637882000,0.637882,2.87551,0.189312,1.30625,11,1,,,0.331656,3.9096,YES,P3-R6 p3_r6_initialization_comparison.csv,固定的、既有 full-SE3 v2 输入云；其 translation deskew 由前序已完成 NDT 位姿提供
