stamp,relative_common_s,relative_r7i_s,gt_bracket_width_s,gt_nearest_dt_s,legacy_raw_translation_error_m,legacy_raw_rotation_error_deg,legacy_final_translation_error_m,legacy_final_rotation_error_deg,mature_imu_raw_translation_error_m,mature_imu_raw_rotation_error_deg,mature_imu_final_translation_error_m,mature_imu_final_rotation_error_deg,legacy_raw_to_final_translation_delta_m,legacy_raw_to_final_rotation_delta_deg,mature_imu_raw_to_final_translation_delta_m,mature_imu_raw_to_final_rotation_delta_deg,delta_raw_translation_legacy_minus_mature_m,delta_final_translation_legacy_minus_mature_m,delta_raw_rotation_legacy_minus_mature_deg,delta_final_rotation_legacy_minus_mature_deg,legacy_fitness,mature_fitness,legacy_iterations,mature_iterations,legacy_converged,mature_converged,legacy_limited,mature_limited,legacy_cloud_hash,mature_cloud_hash,legacy_source_points,mature_source_points,hq_gt_bracket_le_0p25
1660857394.609791,1.0085439682,1.411983926,0.201719999313,0,0.0245678498922,0.0593784196762,0.0245678498922,0.0593784196762,0.118689248658,1.19372550804,0.118689248658,1.19372550804,0,0,0,0,-0.0941213987656,-0.0941213987656,-1.13434708836,-1.13434708836,0.3040297774912064,0.30117628582043576,1,1,1,1,0,0,c962e29de92d4c68,41b2d8becb11f3c6,1400,1400,1
1660857394.7106509,1.10940384865,1.512843826,0.201719999313,0.100859880447,0.00998469655872,0.0263592316612,0.00998469655872,0.0263592316612,0.114041563857,1.1529173568,0.114041563857,1.1529173568,0,0,0,0,-0.104056867298,-0.104056867298,-1.12655812514,-1.12655812514,0.3037650947267061,0.2977784864920977,1,1,1,1,0,0,86e597d10ea72679,5c2a4c5b1eb274d3,1400,1400,1
1660857394.811511,1.21026396751,1.613703926,0.201663970947,0,0.0289374624764,0.091482744017,0.0289374624764,0.091482744017,0.102822354447,1.25362379604,0.102822354447,1.25362379604,0,0,0,0,-0.073884891971,-0.073884891971,-1.16214105203,-1.16214105203,0.3062643744416554,0.29451862617670743,1,1,1,1,0,0,39ff767267da7da3,21099a342ba4b39d,1400,1400,1
1660857394.9123709,1.31112384796,1.714563826,0.201663970947,0.1008040905,0.0464823068937,0.215319098988,0.0464823068937,0.215319098988,0.100997524737,0.96346302392,0.100997524737,0.96346302392,0,0,0,0,-0.0545152178431,-0.0545152178431,-0.748143924932,-0.748143924932,0.2889994174941317,0.28403627144968074,1,1,1,1,0,0,174cfc054d31007f,a61b45b93c52fc58,1400,1400,1
1660857395.013175,1.41192793846,1.815367926,0.201719999313,0,0.0642862691338,0.334811075139,0.0642862691338,0.334811075139,0.106733400336,0.814640844968,0.106733400336,0.814640844968,0,0,0,0,-0.0424471312024,-0.0424471312024,-0.479829769828,-0.479829769828,0.2898912849909954,0.28865319264952893,1,1,1,1,0,0,2821c99a4f8250df,004858a277db4172,1400,1400,1
1660857395.1140349,1.51278781891,1.916227826,0.201719999313,0.100859880447,0.0617469440203,0.552089231591,0.0617469440203,0.552089231591,0.100662768351,0.399698799694,0.100662768351,0.399698799694,0,0,0,0,-0.0389158243306,-0.0389158243306,0.152390431897,0.152390431897,0.2709742134394764,0.26510681669761654,1,1,1,1,0,0,fb4f557b929db24b,762f4f651f33466f,1400,1400,1
1660857395.214895,1.61364793777,2.017087926,0.201719999313,0,0.0510581627772,0.612446161496,0.0510581627772,0.612446161496,0.0929799822204,0.106450792716,0.0929799822204,0.106450792716,0,0,0,0,-0.0419218194432,-0.0419218194432,0.505995368779,0.505995368779,0.2736799400991211,0.25922012724831545,1,1,1,1,0,0,d65d157f91c1ac0f,46bac7cd4a98c35b,1400,1400,1
1660857395.3157549,1.71450781822,2.117947826,0.201719999313,0.100859880447,0.0373383983115,0.784751432658,0.0373383983115,0.784751432658,0.0895821054671,0.20431179578,0.0895821054671,0.20431179578,0,0,0,0,-0.0522437071556,-0.0522437071556,0.580439636878,0.580439636878,0.25785779192350416,0.2554041069482115,1,1,1,1,0,0,eed0b0e1c85f606f,3dc76876af9fd758,1400,1400,1
1660857395.416615,1.81536793709,2.218807926,0.201719999313,0,0.0194639664368,0.934693259723,0.0194639664368,0.934693259723,0.0801784745416,0.145909788888,0.0801784745416,0.145909788888,0,0,0,0,-0.0607145081049,-0.0607145081049,0.788783470835,0.788783470835,0.26059823823567835,0.2451474156693621,1,1,1,1,0,0,95453ad302329adf,2539215e47ba1ffe,1400,1400,1
1660857395.5174749,1.91622781754,2.319667826,0.201719999313,0.100859880447,0.0160393302499,1.31642172832,0.0160393302499,1.31642172832,0.0757628027955,0.240069745127,0.0757628027955,0.240069745127,0,0,0,0,-0.0597234725456,-0.0597234725456,1.07635198319,1.07635198319,0.2684567320480502,0.26016960456709576,1,1,1,1,0,0,b0cfe2ae952ca0e0,cd058dc34ac9f748,1400,1400,1
